isolate_name,subtype
ivsel:Goethals08|exp:1|p9,NULL
ivsel:Goethals08|exp:1|p11,NULL
ivsel:Goethals08|exp:1|p13,NULL
ivsel:Goethals08|exp:1|p15,NULL
ivsel:Goethals08|exp:1|p18,NULL
ivsel:Goethals08|exp:1|p22,NULL
ivsel:Goethals08|exp:1|p25,NULL
ivsel:Goethals08|exp:1|p28,NULL
ivsel:Goethals08|exp:1|p31,NULL
ivsel:Goethals08|exp:1|p35,NULL
ivsel:Goethals08|exp:1|p41,NULL
ivsel:Corbau10|Lersivirine|exp:1|p9,NULL
ivsel:Corbau10|Lersivirine|exp:1|p11,NULL
ivsel:Corbau10|Lersivirine|exp:2|p11,NULL
ivsel:Corbau10|EFV|exp:1|p11,NULL
ivsel:Oliveira16|pNL4-3|DTG|exp:1|12w,NULL
ivsel:Oliveira16|pNL4-3|DTG|exp:1|17w,NULL
ivsel:Oliveira16|pNL4-3|DTG|exp:1|22w,NULL
ivsel:Oliveira16|pNL4-3|EVG|exp:1|12w,NULL
ivsel:Oliveira16|pNL4-3|EVG|exp:1|22w,NULL
ivsel:Oliveira16|pNL4-3|RAL|exp:1|12w,NULL
ivsel:Oliveira16|pNL4-3|RAL|exp:1|22w,NULL
NL4-3 (M184I),B
ivsel:Oliveira16|NL4-3 (M184I)|DTG|exp:1|12w,NULL
ivsel:Oliveira16|NL4-3 (M184I)|DTG|exp:1|22w,NULL
ivsel:Oliveira16|NL4-3 (M184I)|DTG|exp:1|26w,NULL
ivsel:Oliveira16|NL4-3 (M184I)|EVG|exp:1|12w,NULL
ivsel:Oliveira16|NL4-3 (M184I)|EVG|exp:1|22w,NULL
ivsel:Oliveira16|NL4-3 (M184I)|RAL|exp:1|12w,NULL
ivsel:Oliveira16|NL4-3 (M184I)|RAL|exp:1|22w,NULL
NL4-3 (M184V),B
ivsel:Oliveira16|NL4-3 (M184V)|DTG|exp:1|12w,NULL
ivsel:Oliveira16|NL4-3 (M184V)|DTG|exp:1|22w,NULL
ivsel:Oliveira16|NL4-3 (M184V)|DTG|exp:1|26w,NULL
ivsel:Oliveira16|NL4-3 (M184V)|EVG|exp:1|12w,NULL
ivsel:Oliveira16|NL4-3 (M184V)|EVG|exp:1|22w,NULL
ivsel:Oliveira16|NL4-3 (M184V)|RAL|exp:1|12w,NULL
ivsel:Oliveira16|NL4-3 (M184V)|RAL|exp:1|22w,NULL
NL4-3 (K65R),B
ivsel:Oliveira16|NL4-3 (K65R)|DTG|exp:1|12w,NULL
ivsel:Oliveira16|NL4-3 (K65R)|DTG|exp:1|22w,NULL
ivsel:Oliveira16|NL4-3 (K65R)|DTG|exp:1|26w,NULL
ivsel:Oliveira16|NL4-3 (K65R)|EVG|exp:1|12w,NULL
ivsel:Oliveira16|NL4-3 (K65R)|EVG|exp:1|22w,NULL
ivsel:Oliveira16|NL4-3 (K65R)|RAL|exp:1|12w,NULL
ivsel:Oliveira16|NL4-3 (K65R)|RAL|exp:1|22w,NULL
ivsel:Oliveira16|NL4-3 (K65R)|RAL|exp:1|26w,NULL
ivsel:Carrillo98|exp:1|p6,NULL
ivsel:Carrillo98|exp:1|p7,NULL
ivsel:Carrillo98|exp:1|p11,NULL
ivsel:Carrillo98|exp:1|p12,NULL
ivsel:Carrillo98|exp:1|p13,NULL
ivsel:Carrillo98|exp:1|p14,NULL
ivsel:Carrillo98|exp:1|p15,NULL
ivsel:Carrillo98|exp:1|p16,NULL
ivsel:Carrillo98|exp:1|p17,NULL
ivsel:Carrillo98|exp:1|p25,NULL
ivsel:Carrillo98|exp:1|p29,NULL
pNL4-3 (PR:V32I/L33F/I54M/I84V),B
ivsel:Aoki18|pNL4-3 (PR:V32I/L33F/I54M/I84V)|exp:1|p10,NULL
pNL4-3 (PR:V32I/I54M),B
ivsel:Aoki18|pNL4-3 (PR:V32I/I54M)|exp:1|p5,NULL
ivsel:Aoki18|pNL4-3 (PR:V32I/I54M)|exp:1|p20,NULL
pNL4-3 (PR:L33F/I84V),B
ivsel:Aoki18|pNL4-3 (PR:L33F/I84V)|exp:1|p21,NULL
pNL4-3 (PR:I84V),B
ivsel:Aoki18|pNL4-3 (PR:I84V)|exp:1|p5,NULL
ivsel:Aoki18|pNL4-3 (PR:I84V)|exp:1|p10,NULL
ivsel:Aoki18|pNL4-3 (PR:I84V)|exp:1|p17,NULL
pNL4-3 (PR:V32I),B
ivsel:Aoki18|pNL4-3 (PR:V32I)|exp:1|p5,NULL
ivsel:Aoki18|pNL4-3 (PR:V32I)|exp:1|p19,NULL
pNL4-3 (PR:I54M),B
ivsel:Aoki18|pNL4-3 (PR:I54M)|exp:1|p5,NULL
ivsel:Aoki18|pNL4-3 (PR:I54M)|exp:1|p15,NULL
ivsel:Aoki18|pNL4-3 (PR:I54M)|exp:1|p22,NULL
ivsel:Aoki18|pNL4-3|exp:1|p30,NULL
pNL4-3 (PR:L33F),B
ivsel:Aoki18|pNL4-3 (PR:L33F)|exp:1|p28,NULL
ivsel:Tisdale95|HXB2|A-77003|exp:1|p2,NULL
ivsel:Tisdale95|HXB2|A-77003|exp:1|p5,NULL
ivsel:Tisdale95|HXB2|A-77003|exp:1|p6,NULL
ivsel:Tisdale95|HXB2|XM323|exp:1|p1,NULL
ivsel:Tisdale95|HXB2|XM323|exp:1|p4,NULL
ivsel:Tisdale95|HXB2|XM323|exp:1|p6,NULL
ivsel:Tisdale95|HXB2|SQV|exp:1|p4,NULL
ivsel:Tisdale95|HXB2|SQV|exp:1|p6,NULL
ivsel:Tisdale95|RTMC|SQV|exp:1|p3,NULL
ivsel:Tisdale95|RTMC|SQV|exp:1|p5,NULL
ivsel:Tisdale95|RTMC|SQV|exp:1|p6,NULL
ivsel:Tisdale95|HXB2|APV|exp:1|p2,NULL
ivsel:Tisdale95|HXB2|APV|exp:1|p4,NULL
ivsel:Tisdale95|HXB2|APV|exp:1|p6,NULL
ivsel:Tisdale95|HXB2|IDV|exp:1|p3,NULL
ivsel:Tisdale95|HXB2|IDV|exp:1|p5,NULL
ivsel:Tisdale95|HXB2|IDV|exp:1|p6,NULL
ivsel:Tisdale95|HXB2|IDV|exp:1|p8,NULL
RD01 (215C),B
ivsel:García-Lerma03|RD01 (215C)|exp:1|p4,NULL
ivsel:García-Lerma03|RD01 (215C)|exp:1|p5,NULL
ivsel:García-Lerma03|RD01 (215C)|exp:1|p6,NULL
RD02 (210W/215C),B
ivsel:García-Lerma03|RD02 (210W/215C)|exp:1|p4,NULL
ivsel:García-Lerma03|RD02 (210W/215C)|exp:1|p5,NULL
ivsel:García-Lerma03|RD02 (210W/215C)|exp:1|p6,NULL
RD03 (41L/210W/215C),B
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p3,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p4,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p5,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p6,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p7,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p8,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p9,NULL
RD04 (210W/215D),B
ivsel:García-Lerma03|RD04 (210W/215D)|exp:1|p5,NULL
ivsel:García-Lerma03|RD04 (210W/215D)|exp:1|p6,NULL
ivsel:García-Lerma03|RD04 (210W/215D)|exp:1|p7,NULL
RD05 (41L/215D),B
ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p4,NULL
ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p5,NULL
ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p6,NULL
ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p7,NULL
HXB2 (215D),B
ivsel:García-Lerma03|HXB2 (215D)|exp:1|p6,NULL
ivsel:García-Lerma03|HXB2 (215D)|exp:1|p7,NULL
RD22 (WT),B
ivsel:García-Lerma03|RD22 (WT)|exp:1|p3,NULL
ivsel:García-Lerma03|RD22 (WT)|exp:1|p4,NULL
ivsel:García-Lerma03|RD22 (WT)|exp:1|p5,NULL
ivsel:García-Lerma03|RD22 (WT)|exp:1|p6,NULL
ivsel:García-Lerma03|RD22 (WT)|exp:1|p7,NULL
RD23 (WT),B
ivsel:García-Lerma03|RD23 (WT)|exp:1|p3,NULL
ivsel:García-Lerma03|RD23 (WT)|exp:1|p4,NULL
ivsel:García-Lerma03|RD23 (WT)|exp:1|p5,NULL
ivsel:García-Lerma03|RD23 (WT)|exp:1|p6,NULL
HXB2 (T215),B
ivsel:García-Lerma03|HXB2 (T215)|exp:1|p4,NULL
ivsel:García-Lerma03|HXB2 (T215)|exp:1|p5,NULL
ivsel:García-Lerma03|HXB2 (T215)|exp:1|p6,NULL
ivsel:García-Lerma03|HXB2 (T215)|exp:1|p7,NULL
ivsel:Margot15|exp:1|~70d,NULL
ivsel:Margot15|exp:1|~110d,NULL
ivsel:Margot15|exp:1|~90d,NULL
ivsel:Margot15|exp:1|~100d,NULL
ivsel:Margot15|exp:2|~90d,NULL
ivsel:Margot15|exp:2|~115d,NULL
ivsel:Margot15|exp:2|~20d,NULL
ivsel:Margot15|exp:2|~50d,NULL
ivsel:Margot15|exp:2|~155d,NULL
ivsel:Kobayashi11|DTG|exp:1|p4,NULL
ivsel:Kobayashi11|DTG|exp:1|p8,NULL
ivsel:Kobayashi11|DTG|exp:1|p12,NULL
ivsel:Kobayashi11|DTG|exp:1|p16,NULL
ivsel:Kobayashi11|DTG|exp:1|p20,NULL
ivsel:Kobayashi11|DTG|exp:1|p24,NULL
ivsel:Kobayashi11|DTG|exp:1|p28,NULL
ivsel:Kobayashi11|DTG|exp:1|p32,NULL
ivsel:Kobayashi11|RAL|exp:1|p4,NULL
ivsel:Kobayashi11|RAL|exp:1|p8,NULL
ivsel:Kobayashi11|RAL|exp:1|p12,NULL
ivsel:Kobayashi11|RAL|exp:1|p16,NULL
ivsel:Kobayashi11|RAL|exp:1|p20,NULL
ivsel:Kobayashi11|RAL|exp:1|p24,NULL
ivsel:Kobayashi11|3TC|exp:1|p4,NULL
ivsel:Kobayashi11|3TC|exp:1|p8,NULL
ivsel:Kobayashi11|3TC|exp:1|p12,NULL
ivsel:Fikkert04|exp:1|p30,NULL
ivsel:Fikkert04|exp:1|p40,NULL
ivsel:Fikkert04|exp:1|p50,NULL
ivsel:Fikkert04|exp:1|p60,NULL
ivsel:Fikkert04|exp:1|p70,NULL
ivsel:Kobayashi08|S-1360|exp:Mixed|p4,NULL
ivsel:Kobayashi08|S-1360|exp:Mixed|p8,NULL
ivsel:Kobayashi08|S-1360|exp:Mixed|p11,NULL
ivsel:Kobayashi08|S-1360|exp:Mixed|p14,NULL
ivsel:Kobayashi08|Capravirine|exp:Mixed|p4,NULL
ivsel:Kobayashi08|Capravirine|exp:Mixed|p8,NULL
ivsel:Kobayashi08|Capravirine|exp:Mixed|p11,NULL
ivsel:Kobayashi08|Capravirine|exp:Mixed|p14,NULL
ivsel:Kobayashi08|EFV|exp:Mixed|p4,NULL
ivsel:Kobayashi08|EFV|exp:Mixed|p8,NULL
ivsel:Kobayashi08|EFV|exp:Mixed|p11,NULL
ivsel:Kobayashi08|EFV|exp:Mixed|p14,NULL
ivsel:Kobayashi08|NVP|exp:Mixed|p4,NULL
ivsel:Kobayashi08|NVP|exp:Mixed|p8,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p8,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p12,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p16,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p20,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p24,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p4,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p8,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p12,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p16,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p20,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p24,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p4,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p8,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p12,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p16,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p20,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p24,NULL
ivsel:Kobayashi08|EVG|exp:Mixed|p4,NULL
ivsel:Kobayashi08|EVG|exp:Mixed|p8,NULL
ivsel:Kobayashi08|EVG|exp:Mixed|p12,NULL
ivsel:Kobayashi08|EVG|exp:Mixed|p16,NULL
ivsel:Kobayashi08|3TC|exp:Mixed|p4,NULL
ivsel:Kobayashi08|3TC|exp:Mixed|p8,NULL
ivsel:Kobayashi08|3TC|exp:Mixed|p12,NULL
ivsel:Diamond22|92RW026|exp:FBS|p6,NULL
ivsel:Diamond22|R8|exp:FBS|p4,NULL
ivsel:Diamond22|R8|exp:FBS|p11,NULL
ivsel:Diamond22|R8|exp:FBS|p38,NULL
ivsel:Diamond22|93MW959|exp:FBS|p12,NULL
ivsel:Diamond22|92RW026|exp:NHS|p36,NULL
ivsel:Diamond22|R8|exp:NHS|p4,NULL
ivsel:Diamond22|R8|exp:NHS|p25,NULL
ivsel:Diamond22|R8|exp:NHS|p34,NULL
ivsel:Diamond22|93MW959|exp:NHS|p36,NULL
ivsel:DeMeyer05|exp:1|p14,NULL
ivsel:DeMeyer05|exp:1|p29,NULL
ivsel:DeMeyer05|exp:1|p54,NULL
ivsel:DeMeyer05|exp:1|p75,NULL
ivsel:DeMeyer05|exp:1|p42,NULL
ivsel:DeMeyer05|exp:1|p40,NULL
ivsel:DeMeyer05|exp:1|p56,NULL
ivsel:Tisdale93|HXB2|FTC|exp:1,NULL
ivsel:Tisdale93|RTMC|FTC|exp:1,NULL
ivsel:Tisdale93|HXB2|FTC+AZT|exp:1,NULL
ivsel:Tisdale93|HXB2|3TC|exp:1,NULL
ivsel:Tisdale93|RTMC|3TC|exp:1,NULL
ivsel:Jones09|exp:1|p5,NULL
ivsel:Jones09|exp:1|p6,NULL
ivsel:Jones09|exp:1|p8,NULL
ivsel:Jones09|exp:1|p9,NULL
ivsel:Jacobsen95|exp:1|p7,NULL
ivsel:Jacobsen95|exp:1|p8,NULL
ivsel:Jacobsen95|exp:1|p11,NULL
ivsel:Jacobsen95|exp:1|p14,NULL
ivsel:Oliveira18|Strain 5326|DTG|exp:1|8w,NULL
ivsel:Oliveira18|Strain 5326|DTG|exp:1|16w,NULL
ivsel:Oliveira18|Strain 5326|DTG|exp:1|24-30w,NULL
ivsel:Oliveira18|Strain 5326|DTG|exp:1|43-46w,NULL
ivsel:Oliveira18|96USSN20|DTG|exp:1|8w,NULL
ivsel:Oliveira18|96USSN20|DTG|exp:1|16w,NULL
ivsel:Oliveira18|96USSN20|DTG|exp:1|24-30w,NULL
ivsel:Oliveira18|96USSN20|DTG|exp:1|43-46w,NULL
ivsel:Oliveira18|Strain 5326|BIC|exp:1|8w,NULL
ivsel:Oliveira18|Strain 5326|BIC|exp:1|16w,NULL
ivsel:Oliveira18|Strain 5326|BIC|exp:1|24-30w,NULL
ivsel:Oliveira18|Strain 5326|BIC|exp:1|43-46w,NULL
ivsel:Oliveira18|96USSN20|BIC|exp:1|8w,NULL
ivsel:Oliveira18|96USSN20|BIC|exp:1|16w,NULL
ivsel:Oliveira18|96USSN20|BIC|exp:1|24-30w,NULL
ivsel:Oliveira18|96USSN20|BIC|exp:1|43-46w,NULL
ivsel:Oliveira18|Strain 5326|CAB|exp:1|8w,NULL
ivsel:Oliveira18|Strain 5326|CAB|exp:1|16w,NULL
ivsel:Oliveira18|Strain 5326|CAB|exp:1|24-30w,NULL
ivsel:Oliveira18|Strain 5326|CAB|exp:1|43-46w,NULL
ivsel:Oliveira18|96USSN20|CAB|exp:1|8w,NULL
ivsel:Oliveira18|96USSN20|CAB|exp:1|16w,NULL
ivsel:Oliveira18|96USSN20|CAB|exp:1|24-30w,NULL
ivsel:Oliveira18|96USSN20|CAB|exp:1|43-46w,NULL
ivsel:Oliveira18|Strain 5326|EVG|exp:1|8w,NULL
ivsel:Oliveira18|Strain 5326|EVG|exp:1|16w,NULL
ivsel:Oliveira18|Strain 5326|EVG|exp:1|24-30w,NULL
ivsel:Oliveira18|Strain 5326|EVG|exp:1|43-46w,NULL
ivsel:Oliveira18|96USSN20|EVG|exp:1|8w,NULL
ivsel:Oliveira18|96USSN20|EVG|exp:1|16w,NULL
ivsel:Oliveira18|96USSN20|EVG|exp:1|24-30w,NULL
ivsel:Oliveira18|96USSN20|EVG|exp:1|43-46w,NULL
ivsel:Oliveira18|Strain 14514|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14514|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14514|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14514|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 14514|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 10387|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 10387|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 10387|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 10387|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 10387|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 10249|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 10249|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 10249|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 10249|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 10249|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 14624|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14624|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14624|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14624|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 14624|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 14637|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14637|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14637|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14637|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 14637|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 14947|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14947|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14947|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14947|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 14947|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 5326|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 4742|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 4742|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 4742|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 4742|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 4742|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 10947|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 10947|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 10947|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 10947|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 10947|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 6343|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 6343|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 6343|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 6343|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 6343|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 14515|DTG|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14515|BIC|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14515|CAB|exp:1|46w,NULL
ivsel:Oliveira18|Strain 14515|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|Strain 14515|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|96USSN20|RAL|exp:1|26-40w,NULL
ivsel:Oliveira18|pNL4-3|DTG|exp:1|46w,NULL
ivsel:Oliveira18|pNL4-3|BIC|exp:1|46w,NULL
ivsel:Oliveira18|pNL4-3|CAB|exp:1|46w,NULL
ivsel:Oliveira18|pNL4-3|EVG|exp:1|26-40w,NULL
ivsel:Oliveira18|pNL4-3|RAL|exp:1|26-40w,NULL
ivsel:Stone04|exp:1|p2|dose:36uM,NULL
ivsel:Stone04|exp:1|p4|dose:36uM,NULL
ivsel:Stone04|exp:1|p4|dose:73uM,NULL
ivsel:Stone04|exp:1|p8|dose:73uM,NULL
ivsel:Stone04|exp:1|p3|dose:60uM,NULL
ivsel:Stone04|exp:1|p5|dose:18uM+20uM,NULL
ivsel:Stone04|exp:1|p7|dose:18uM+20uM,NULL
ivsel:Stone04|exp:1|p3|dose:15uM+21uM,NULL
ivsel:Stone04|exp:1|p7|dose:30uM+41uM,NULL
ivsel:Stone04|exp:2|p7|dose:30uM+41uM,NULL
ivsel:Stone04|exp:1|p5|dose:41uM,NULL
HXB2 (41L/184V/215Y),B
ivsel:Stone04|exp:1|p5|dose:77uM,NULL
ivsel:Stone04|exp:1|p7|dose:77uM,NULL
ivsel:Stone04|exp:1|p4|dose:39uM+9uM,NULL
ivsel:Stone04|exp:1|p6|dose:39uM+9uM,NULL
ivsel:Stone04|exp:1|p5|dose:74uM,NULL
HXB2 (21I/65KR/74V/184V),B
ivsel:Stone04|exp:1|p6|dose:76uM,NULL
ivsel:Stone04|exp:1|p3|dose:76uM+12uM,NULL
ivsel:Stone04|exp:1|p5|dose:76uM+25uM,NULL
ivsel:Stone04|exp:1|p3|dose:49uM,NULL
ivsel:Stone04|exp:1|p5|dose:49uM,NULL
ivsel:Wu15|NVP|exp:1|p10,NULL
ivsel:Wu15|NVP|exp:1a|p20,NULL
ivsel:Wu15|NVP|exp:1a|p25,NULL
ivsel:Wu15|NVP|exp:1a1|p35,NULL
ivsel:Wu15|NVP|exp:1a2|p35,NULL
ivsel:Wu15|NVP|exp:1b|p25,NULL
ivsel:Wu15|NVP|exp:1b|p40,NULL
ivsel:Wu15|NVP|exp:1c|p20,NULL
ivsel:Wu15|NVP|exp:1c|p25,NULL
ivsel:Wu15|NVP|exp:1c|p35,NULL
ivsel:Wu15|NVP|exp:1d|p20,NULL
ivsel:Wu15|NVP|exp:1d|p30,NULL
ivsel:Wu15|NVP|exp:1d|p35,NULL
ivsel:Wu15|NVP|exp:2|p10,NULL
ivsel:Wu15|NVP|exp:2a|p20,NULL
ivsel:Wu15|NVP|exp:2a|p25,NULL
ivsel:Wu15|NVP|exp:2a|p30,NULL
ivsel:Wu15|NVP|exp:2a|p35,NULL
ivsel:Wu15|NVP|exp:2b|p20,NULL
ivsel:Wu15|NVP|exp:2b|p25,NULL
ivsel:Wu15|NVP|exp:2b|p30,NULL
ivsel:Wu15|NVP|exp:2b|p35,NULL
ivsel:Wu15|NVP|exp:3|p20,NULL
ivsel:Wu15|NVP|exp:3a|p25,NULL
ivsel:Wu15|NVP|exp:3b|p25,NULL
ivsel:Wu15|NVP|exp:3c|p25,NULL
ivsel:Wu15|NVP|exp:3c1|p35,NULL
ivsel:Wu15|NVP|exp:3c1|p40,NULL
ivsel:Wu15|NVP|exp:3c2|p35,NULL
ivsel:Wu15|EFV|exp:1|p10,NULL
ivsel:Wu15|EFV|exp:1|p15,NULL
ivsel:Wu15|EFV|exp:1|p25,NULL
ivsel:Wu15|EFV|exp:2|p10,NULL
ivsel:Wu15|EFV|exp:2|p15,NULL
ivsel:Wu15|EFV|exp:2|p30,NULL
ivsel:Wu15|3TC|exp:1|p1,NULL
ivsel:Wu15|3TC|exp:1a|p15,NULL
ivsel:Wu15|3TC|exp:1b|p15,NULL
ivsel:Brenner21|Strain 14637|DOR|exp:1|8w,NULL
ivsel:Brenner21|Strain 14969|DOR|exp:1|8w,NULL
ivsel:Brenner21|Strain 5326|DOR|exp:1|8w,NULL
ivsel:Brenner21|Strain 4742|DOR|exp:1|8w,NULL
ivsel:Brenner21|Strain 6343|DOR|exp:1|8w,NULL
ivsel:Brenner21|96USSN20|DOR|exp:1|8w,NULL
ivsel:Brenner21|pNL4-3|DOR|exp:1|8w,NULL
ivsel:Brenner21|Strain 14637|DOR|exp:1|24w,NULL
ivsel:Brenner21|Strain 14969|DOR|exp:1|24w,NULL
ivsel:Brenner21|Strain 5326|DOR|exp:1|24w,NULL
ivsel:Brenner21|Strain 4742|DOR|exp:1|24w,NULL
ivsel:Brenner21|Strain 6343|DOR|exp:1|24w,NULL
ivsel:Brenner21|96USSN20|DOR|exp:1|24w,NULL
ivsel:Brenner21|pNL4-3|DOR|exp:1|24w,NULL
ivsel:Brenner21|Strain 14637|DOR+Islatravir|exp:1|8w,NULL
ivsel:Brenner21|Strain 14969|DOR+Islatravir|exp:1|8w,NULL
ivsel:Brenner21|Strain 5326|DOR+Islatravir|exp:1|8w,NULL
ivsel:Brenner21|Strain 4742|DOR+Islatravir|exp:1|8w,NULL
ivsel:Brenner21|Strain 6343|DOR+Islatravir|exp:1|8w,NULL
ivsel:Brenner21|96USSN20|DOR+Islatravir|exp:1|8w,NULL
ivsel:Brenner21|pNL4-3|DOR+Islatravir|exp:1|8w,NULL
ivsel:Brenner21|Strain 14637|DOR+Islatravir|exp:1|24w,NULL
ivsel:Brenner21|Strain 14969|DOR+Islatravir|exp:1|24w,NULL
ivsel:Brenner21|Strain 5326|DOR+Islatravir|exp:1|24w,NULL
ivsel:Brenner21|Strain 4742|DOR+Islatravir|exp:1|24w,NULL
ivsel:Brenner21|Strain 6343|DOR+Islatravir|exp:1|24w,NULL
ivsel:Brenner21|96USSN20|DOR+Islatravir|exp:1|24w,NULL
ivsel:Brenner21|pNL4-3|DOR+Islatravir|exp:1|24w,NULL
ivsel:Brenner21|Strain 14637|DOR+3TC|exp:1|8w,NULL
ivsel:Brenner21|Strain 14969|DOR+3TC|exp:1|8w,NULL
ivsel:Brenner21|Strain 5326|DOR+3TC|exp:1|8w,NULL
ivsel:Brenner21|Strain 4742|DOR+3TC|exp:1|8w,NULL
ivsel:Brenner21|Strain 6343|DOR+3TC|exp:1|8w,NULL
ivsel:Brenner21|96USSN20|DOR+3TC|exp:1|8w,NULL
ivsel:Brenner21|pNL4-3|DOR+3TC|exp:1|8w,NULL
ivsel:Brenner21|Strain 14637|DOR+3TC|exp:1|24w,NULL
ivsel:Brenner21|Strain 14969|DOR+3TC|exp:1|24w,NULL
ivsel:Brenner21|Strain 5326|DOR+3TC|exp:1|24w,NULL
ivsel:Brenner21|Strain 4742|DOR+3TC|exp:1|24w,NULL
ivsel:Brenner21|Strain 6343|DOR+3TC|exp:1|24w,NULL
ivsel:Brenner21|96USSN20|DOR+3TC|exp:1|24w,NULL
ivsel:Brenner21|pNL4-3|DOR+3TC|exp:1|24w,NULL
ivsel:Brenner21|Strain 14637|RPV|exp:1|8w,NULL
ivsel:Brenner21|Strain 14969|RPV|exp:1|8w,NULL
ivsel:Brenner21|Strain 5326|RPV|exp:1|8w,NULL
ivsel:Brenner21|Strain 4742|RPV|exp:1|8w,NULL
ivsel:Brenner21|Strain 6343|RPV|exp:1|8w,NULL
